company_name,job_title,apply_link,job_type_time,is_rolling,location,ddl,start_time,duration,salary,description,keyworkds
Huawei,Computing Technology Expert (PAYE Contrator),https://huaweiuk.teamtailor.com/jobs/3801999-computing-technology-expert-paye-contrator,,false,UK,,,,,,
Huawei,Senior AI Processor Software & Hardware Co-design Engineer,https://huaweiuk.teamtailor.com/jobs/3796618-senior-ai-processor-software-hardware-co-design-engineer,,false,UK,,,,,,
Huawei,Research Scientist/Engineer (CBG Contractor) – LLMs & NLP,https://huaweiuk.teamtailor.com/jobs/3748475-research-scientist-engineer-cbg-contractor-llms-nlp,,false,UK,,,,,,
Huawei,Compensation and Benefit Advisor,https://huaweiuk.teamtailor.com/jobs/3729199-compensation-and-benefit-advisor,,false,UK,,,,,,
Huawei,III-V Photonics Design Expert- Ipswich Research Centre,https://huaweiuk.teamtailor.com/jobs/3726809-iii-v-photonics-design-expert-ipswich-research-centre,,false,UK,,,,,,
Huawei,Process Engineering Intern,https://huaweiuk.teamtailor.com/jobs/3702749-process-engineering-intern,,false,UK,,,,,,
Huawei,Assistant to Cooperation Team,https://huaweiuk.teamtailor.com/jobs/3692101-assistant-to-cooperation-team,,false,UK,,,,,,
Huawei,Research Engineer - Decision-making & Reasoning Team,https://huaweiuk.teamtailor.com/jobs/3688695-research-engineer-decision-making-reasoning-team,,false,UK,,,,,,
Huawei,Designer - Product / Wearable / Accessories,https://huaweiuk.teamtailor.com/jobs/3681094-designer-product-wearable-accessories,,false,UK,,,,,,
Huawei,Infrastructure Research Engineer,https://huaweiuk.teamtailor.com/jobs/3670698-infrastructure-research-engineer,,false,UK,,,,,,
Huawei,Investment Qualification Intern,https://huaweiuk.teamtailor.com/jobs/3633199-investment-qualification-intern,,false,UK,,,,,,
Huawei,Senior/Research Scientist - AI Agent (Permanent),https://huaweiuk.teamtailor.com/jobs/3602732-senior-research-scientist-ai-agent-permanent,,false,UK,,,,,,
Huawei,Senior/Research Scientist - Computer Vision,https://huaweiuk.teamtailor.com/jobs/3591437-senior-research-scientist-computer-vision,,false,UK,,,,,,
Huawei,Research Engineer (Contractor) - AI Agent,https://huaweiuk.teamtailor.com/jobs/3591046-research-engineer-contractor-ai-agent,,false,UK,,,,,,
Huawei,Intern for Computing Architecture (Contractor),https://huaweiuk.teamtailor.com/jobs/3580238-intern-for-computing-architecture-contractor,,false,UK,,,,,,
Huawei,IEEE and Academic Organization Insight Intern,https://huaweiuk.teamtailor.com/jobs/3578475-ieee-and-academic-organization-insight-intern,,false,UK,,,,,,
Huawei,GPU SW Architect,https://huaweiuk.teamtailor.com/jobs/3565111-gpu-sw-architect,,false,UK,,,,,,
Huawei,Senior/Graduate CPU Research Engineer (Contractor or Permanent),https://huaweiuk.teamtailor.com/jobs/3563923-senior-graduate-cpu-research-engineer-contractor-or-permanent,,false,UK,,,,,,
Huawei,CPU Research Engineer (Contract and Perm),https://huaweiuk.teamtailor.com/jobs/3550115-cpu-research-engineer-contract-and-perm,,false,UK,,,,,,
Huawei,CPU/NPU Performance Projection and Simulation Engineer,https://huaweiuk.teamtailor.com/jobs/3525279-cpu-npu-performance-projection-and-simulation-engineer,,false,UK,,,,,,
Huawei,Sr. CPU/NPU Performance Workload Modeling Technical Expert,https://huaweiuk.teamtailor.com/jobs/3515646-sr-cpu-npu-performance-workload-modeling-technical-expert,,false,UK,,,,,,
Huawei,Human Resources Business Partner,https://huaweiuk.teamtailor.com/jobs/3503385-human-resources-business-partner,,false,UK,,,,,,
Huawei,Chief AI Processor Software & Hardware Co-design Architect,https://huaweiuk.teamtailor.com/jobs/3455152-chief-ai-processor-software-hardware-co-design-architect,,false,UK,,,,,,
Huawei,Graphics Programmer (Contractor),https://huaweiuk.teamtailor.com/jobs/3452632-graphics-programmer-contractor,,false,UK,,,,,,
Huawei,GPU SW Engineer (Contractor),https://huaweiuk.teamtailor.com/jobs/3439107-gpu-sw-engineer-contractor,,false,UK,,,,,,
Huawei,Reliability & Failure Analysis Internship,https://huaweiuk.teamtailor.com/jobs/3357078-reliability-failure-analysis-internship,,false,UK,,,,,,
Huawei,R&D Design Verification Intern,https://huaweiuk.teamtailor.com/jobs/3356869-r-d-design-verification-intern,,false,UK,,,,,,
Huawei,Research Engineering Intern – Machine Learning,https://huaweiuk.teamtailor.com/jobs/3327529-research-engineering-intern-machine-learning,,false,UK,,,,,,
Huawei,Research Engineer - Bayesian Optimisation (Contractor),https://huaweiuk.teamtailor.com/jobs/3078215-research-engineer-bayesian-optimisation-contractor,,false,UK,,,,,,
Huawei,Research Scientist - Machine Learning (Contractor),https://huaweiuk.teamtailor.com/jobs/2989989-research-scientist-machine-learning-contractor,,false,UK,,,,,,
Huawei,Research Scientist - AI Agent (Contractor),https://huaweiuk.teamtailor.com/jobs/2972671-research-scientist-ai-agent-contractor,,false,UK,,,,,,
Huawei,Shift Production Operator,https://huaweiuk.teamtailor.com/jobs/2762636-shift-production-operator,,false,UK,,,,,,
Huawei,System Software Architect,https://huaweiuk.teamtailor.com/jobs/2549099-system-software-architect,,false,UK,,,,,,
Huawei,Kernel Specialist,https://huaweiuk.teamtailor.com/jobs/2549056-kernel-specialist,,false,UK,,,,,,
Huawei,Programming Language Research Intern,https://huaweiuk.teamtailor.com/jobs/2543990-programming-language-research-intern,,false,UK,,,,,,
Huawei,Systems Infrastructure Research Internship,https://huaweiuk.teamtailor.com/jobs/2543822-systems-infrastructure-research-internship,,false,UK,,,,,,
Huawei,Indoor Positioning and Navigation System Research Internship,https://huaweiuk.teamtailor.com/jobs/2543656-indoor-positioning-and-navigation-system-research-internship,,false,UK,,,,,,
Huawei,Database Senior Engineer/Principal Engineer,https://huaweiuk.teamtailor.com/jobs/2475082-database-senior-engineer-principal-engineer,,false,UK,,,,,,
Huawei,LLVM/GCC Backend Compiler Engineer,https://huaweiuk.teamtailor.com/jobs/2369854-llvm-gcc-backend-compiler-engineer,,false,UK,,,,,,
Huawei,GPU Architecture/Algorithm Researcher (PhD),https://huaweiuk.teamtailor.com/jobs/2252252-gpu-architecture-algorithm-researcher-phd,,false,UK,,,,,,
Huawei,Director of Research and Development -Ipswich Research Centre,https://huaweiuk.teamtailor.com/jobs/2236906-director-of-research-and-development-ipswich-research-centre,,false,UK,,,,,,
Huawei,Graduate CPU Architect,https://huaweiuk.teamtailor.com/jobs/2235353-graduate-cpu-architect,,false,UK,,,,,,
Huawei,CPU Architecture Internship,https://huaweiuk.teamtailor.com/jobs/2233842-cpu-architecture-internship,,false,UK,,,,,,
Huawei,Database System Research Intern,https://huaweiuk.teamtailor.com/jobs/2094204-database-system-research-intern,,false,UK,,,,,,
Huawei,Research Intern - Machine Learning,https://huaweiuk.teamtailor.com/jobs/2090786-research-intern-machine-learning,,false,UK,,,,,,
Huawei,Research Scientist/Research Engineer - Reinforcement Learning,https://huaweiuk.teamtailor.com/jobs/2090601-research-scientist-research-engineer-reinforcement-learning,,false,UK,,,,,,
Huawei,"GPU Architect (Hardware Team - London, Cambridge or Edinburgh)",https://huaweiuk.teamtailor.com/jobs/1928577-gpu-architect-hardware-team-london-cambridge-or-edinburgh,,false,UK,,,,,,
Huawei,CPU Architect- Hardware (Cambridge & London & Edinburgh),https://huaweiuk.teamtailor.com/jobs/1926401-cpu-architect-hardware-cambridge-london-edinburgh,,false,UK,,,,,,
